client_id,default
74835,0.2197326932106314
17527,0.7816954413214214
75683,0.3196138124234119
26883,0.39938760733009593
28862,0.1497952049645009
99881,0.5813428295219079
26630,0.7546987455004486
79934,0.19799157158810624
16605,0.1317904626687828
105449,0.14572843645584393
49000,0.4945803629763126
28589,0.34384255930148305
7706,0.1857250714398125
96743,0.2891028305802862
63018,0.788295882553389
68282,0.255814557668478
25663,0.31928194495525314
39302,0.5011336665944051
84204,0.3254279078917466
44202,0.6843420487976977
102650,0.5094987523625283
19519,0.6619921374947072
47829,0.3087526696704902
10899,0.29235528621597207
16211,0.33346818994401134
9490,0.2788268680194357
37563,0.7799649102142858
85637,0.45636879397668684
26718,0.6055452496410956
58572,0.6294523276680494
91847,0.22062342631664364
45575,0.37701825015408413
8526,0.5326490432051855
84636,0.6274190697485247
67318,0.5428438939897983
2695,0.5556248994217752
76039,0.322880912896886
47451,0.48505537518347247
71789,0.5630550206093394
11403,0.26183763998831217
100327,0.5268499376196043
2855,0.5478182135167475
101424,0.28964946192777247
88773,0.3658875337747016
39167,0.3751301587511293
37001,0.31685243059365636
96705,0.17463745037869394
84528,0.48796193568512547
77533,0.7846576901203552
57838,0.26445591506774374
77427,0.2649439985052602
84737,0.5152611349192036
108836,0.15439192030018378
107885,0.24750015817669405
15618,0.40426241068139823
79078,0.4506850479399535
24711,0.6542614012651533
5105,0.42798351972297105
46200,0.5342132861762479
47138,0.6093952631389556
29418,0.4481707946529747
8116,0.3788224699902312
91348,0.43975078654491384
26136,0.5696598507336341
46407,0.5402232701095062
65469,0.3663521474948994
90137,0.5477255297396724
23997,0.3250107782533443
53299,0.591155967298215
1863,0.12810447758517343
17480,0.644183209325567
56711,0.3735222749866348
60933,0.2581240532378944
104322,0.39936748427725655
49604,0.3603495238566345
39809,0.744641207215203
85778,0.37007135211099107
52445,0.508416170435765
80390,0.40321021846140626
805,0.569277874569916
67224,0.14610689620081407
23033,0.1999619703947232
32775,0.23461096531797931
19865,0.4181242459880878
35371,0.3969787259896968
56038,0.46845580749550203
23368,0.3383742191187418
77105,0.4574143423685136
22564,0.8470433287946869
46368,0.2936691594445614
88516,0.5509518518199242
77171,0.2063221301074125
106102,0.2555986844978787
25435,0.42123690585095286
42614,0.30358319306443804
29540,0.7437696822503929
48473,0.3776265259401535
38274,0.47726248929529763
78135,0.8009118790270339
43986,0.6423434077660702
88839,0.6339525940759465
87863,0.12856467558104995
6528,0.19674611950379822
70557,0.3342628747454025
96677,0.14328383359299623
76686,0.3839277364329388
26451,0.6099024715672614
31039,0.7146811331167285
54382,0.29197996549885524
105054,0.5342658659173372
43510,0.4503146711421836
77798,0.4098743936091283
41781,0.4111461247719154
12540,0.7732555629358572
43913,0.7256709357892676
38021,0.37497834539536806
46592,0.16818105513592416
29129,0.3057172751019272
106331,0.320388374527484
83680,0.56933161211797
80437,0.8109779630331778
32508,0.2423713108405191
76472,0.6792087423241484
86910,0.3777616910293483
9987,0.39928575259278826
27419,0.5195931001158307
52902,0.501174244364969
75674,0.5198372643023851
34794,0.14585482569405578
107464,0.7818338714971099
97027,0.6418304785195708
39859,0.11544160959935859
97274,0.6704689876985782
96800,0.22825476473782266
82080,0.4524445471413937
45431,0.15020058850361553
60975,0.43223562973688223
79281,0.3313495873639258
30657,0.6831002252654526
11728,0.47136208558995213
109850,0.5064411422506652
33944,0.8647739208942079
34383,0.2814919661443657
36240,0.44148668322268136
7728,0.89894799213136
5402,0.45165468636055267
54180,0.5049272050091856
94181,0.11180902667245986
29334,0.6333821165141488
76086,0.19767648440307092
57160,0.4197512170265723
74744,0.2813702992513106
51733,0.1252666058649765
46635,0.5465194140592554
66040,0.5083705637897737
8853,0.793710540459347
38048,0.8497396486748413
29192,0.7506333804288305
71027,0.29944534839049547
96068,0.29993725110739466
21867,0.3654407307036805
100867,0.4067434097429723
20825,0.5100815727619387
35137,0.22343308433138204
64771,0.40327985280516015
55922,0.6043215800072615
78069,0.10581060603737691
56864,0.4395865587109037
87471,0.2787560830654281
72211,0.7006444602887882
187,0.22157292391253627
50438,0.2763550667193576
17928,0.24836604118993497
3419,0.309806251721888
65536,0.6279414359537169
89316,0.6155332681419787
21272,0.1479565106044157
85076,0.6421983342966544
1479,0.32535479676831885
8135,0.7583725693883757
3913,0.34462672704014263
91344,0.2892474008973221
32514,0.6084340759580661
39559,0.4756350006591582
26281,0.5723616052811583
98433,0.553882841396598
81717,0.515603587653767
99344,0.3574002606139261
85881,0.25898881136011154
80556,0.7178685313763059
105500,0.516462072210605
70008,0.4845131428187245
